Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage,adm1_pcode,adm2_pcode
Jul-22,COD,109569000,Kwilu,Bagata,current,01/07/2022,31/12/2022,3+,313224,0.45,CD32,CD3202
Jul-22,COD,109569000,Kwilu,Bagata,first projection,01/01/2023,30/06/2023,3+,313223,0.45,CD32,CD3202
Jul-22,COD,109569000,Kwilu,Bandundu,current,01/07/2022,31/12/2022,3+,41667,0.15,CD32,CD3201
Jul-22,COD,109569000,Kwilu,Bandundu,first projection,01/01/2023,30/06/2023,3+,27777,0.1,CD32,CD3201
Jul-22,COD,109569000,Kwilu,Bulungu,current,01/07/2022,31/12/2022,3+,254421,0.15,CD32,CD3204
Jul-22,COD,109569000,Kwilu,Bulungu,first projection,01/01/2023,30/06/2023,3+,169614,0.1,CD32,CD3204
Jul-22,COD,109569000,Kwilu,Gungu,current,01/07/2022,31/12/2022,3+,261998,0.35,CD32,CD3210
Jul-22,COD,109569000,Kwilu,Gungu,first projection,01/01/2023,30/06/2023,3+,261998,0.35,CD32,CD3210
Jul-22,COD,109569000,Kwilu,Idiofa,current,01/07/2022,31/12/2022,3+,348456,0.2,CD32,CD3206
Jul-22,COD,109569000,Kwilu,Idiofa,first projection,01/01/2023,30/06/2023,3+,261341,0.15,CD32,CD3206
Jul-22,COD,109569000,Kwilu,Kikwit,current,01/07/2022,31/12/2022,3+,103937,0.15,CD32,CD3203
Jul-22,COD,109569000,Kwilu,Kikwit,first projection,01/01/2023,30/06/2023,3+,69291,0.1,CD32,CD3203
Jul-22,COD,109569000,Kwilu,Masi-manimba,current,01/07/2022,31/12/2022,3+,152235,0.15,CD32,CD3212
Jul-22,COD,109569000,Kwilu,Masi-manimba,first projection,01/01/2023,30/06/2023,3+,253725,0.25,CD32,CD3212
Jul-22,COD,109569000,Kinshasa,Bandalungwa,current,01/07/2022,31/12/2022,3+,49430,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Bandalungwa,first projection,01/01/2023,30/06/2023,3+,49429,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Barumbu,current,01/07/2022,31/12/2022,3+,41310,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Barumbu,first projection,01/01/2023,30/06/2023,3+,41310,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Bumbu,current,01/07/2022,31/12/2022,3+,150284,0.2,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Bumbu,first projection,01/01/2023,30/06/2023,3+,150284,0.2,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Kalamu,current,01/07/2022,31/12/2022,3+,50058,0.1,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Kalamu,first projection,01/01/2023,30/06/2023,3+,50058,0.1,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Kintambo,current,01/07/2022,31/12/2022,3+,28470,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Kintambo,first projection,01/01/2023,30/06/2023,3+,28468,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Kasa vubu,current,01/07/2022,31/12/2022,3+,45045,0.1,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Kasa vubu,first projection,01/01/2023,30/06/2023,3+,22522,0.05,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Lemba,current,01/07/2022,31/12/2022,3+,58396,0.1,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Lemba,first projection,01/01/2023,30/06/2023,3+,58396,0.1,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Lingwala,current,01/07/2022,31/12/2022,3+,23401,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Lingwala,first projection,01/01/2023,30/06/2023,3+,23401,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Maluku,current,01/07/2022,31/12/2022,3+,111399,0.25,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Maluku,first projection,01/01/2023,30/06/2023,3+,133677,0.3,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Kimbanseke,current,01/07/2022,31/12/2022,3+,446559,0.25,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Kimbanseke,first projection,01/01/2023,30/06/2023,3+,446557,0.25,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Kisenso,current,01/07/2022,31/12/2022,3+,196337,0.25,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Kisenso,first projection,01/01/2023,30/06/2023,3+,235604,0.3,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Limete,current,01/07/2022,31/12/2022,3+,108102,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Limete,first projection,01/01/2023,30/06/2023,3+,108100,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Makala,current,01/07/2022,31/12/2022,3+,83658,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Makala,first projection,01/01/2023,30/06/2023,3+,111542,0.2,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Masina,current,01/07/2022,31/12/2022,3+,276539,0.25,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Masina,first projection,01/01/2023,30/06/2023,3+,276537,0.25,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Gombe,current,01/07/2022,31/12/2022,3+,8080,0.05,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Gombe,first projection,01/01/2023,30/06/2023,3+,8080,0.05,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Kinshasa,current,01/07/2022,31/12/2022,3+,45529,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Kinshasa,first projection,01/01/2023,30/06/2023,3+,45528,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Matete,current,01/07/2022,31/12/2022,3+,78444,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Matete,first projection,01/01/2023,30/06/2023,3+,78442,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Mont ngafula,current,01/07/2022,31/12/2022,3+,70971,0.1,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Mont ngafula,first projection,01/01/2023,30/06/2023,3+,106456,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Ndjili,current,01/07/2022,31/12/2022,3+,87599,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Ndjili,first projection,01/01/2023,30/06/2023,3+,87599,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Ngaba,current,01/07/2022,31/12/2022,3+,49495,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Ngaba,first projection,01/01/2023,30/06/2023,3+,49495,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Ngaliema,current,01/07/2022,31/12/2022,3+,211017,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Ngaliema,first projection,01/01/2023,30/06/2023,3+,211016,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Ngiri-ngiri,current,01/07/2022,31/12/2022,3+,29421,0.1,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Ngiri-ngiri,first projection,01/01/2023,30/06/2023,3+,44131,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Nsele,current,01/07/2022,31/12/2022,3+,47865,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Nsele,first projection,01/01/2023,30/06/2023,3+,47865,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Selembao,current,01/07/2022,31/12/2022,3+,94694,0.15,CD10,CD1000
Jul-22,COD,109569000,Kinshasa,Selembao,first projection,01/01/2023,30/06/2023,3+,94693,0.15,CD10,CD1000
Jul-22,COD,109569000,Kongo Central,Boma,current,01/07/2022,31/12/2022,3+,63972,0.2,CD20,CD2002
Jul-22,COD,109569000,Kongo Central,Boma,first projection,01/01/2023,30/06/2023,3+,47978,0.15,CD20,CD2002
Jul-22,COD,109569000,Kongo Central,Kasangulu,current,01/07/2022,31/12/2022,3+,24094,0.1,CD20,CD2015
Jul-22,COD,109569000,Kongo Central,Kasangulu,first projection,01/01/2023,30/06/2023,3+,24093,0.1,CD20,CD2015
Jul-22,COD,109569000,Kongo Central,Kimvula,current,01/07/2022,31/12/2022,3+,31068,0.2,CD20,CD2019
Jul-22,COD,109569000,Kongo Central,Kimvula,first projection,01/01/2023,30/06/2023,3+,31068,0.2,CD20,CD2019
Jul-22,COD,109569000,Kongo Central,Lukula,current,01/07/2022,31/12/2022,3+,122304,0.2,CD20,CD2005
Jul-22,COD,109569000,Kongo Central,Lukula,first projection,01/01/2023,30/06/2023,3+,91727,0.15,CD20,CD2005
Jul-22,COD,109569000,Kongo Central,Luozi,current,01/07/2022,31/12/2022,3+,71631,0.15,CD20,CD2010
Jul-22,COD,109569000,Kongo Central,Luozi,first projection,01/01/2023,30/06/2023,3+,47753,0.1,CD20,CD2010
Jul-22,COD,109569000,Kongo Central,Matadi,current,01/07/2022,31/12/2022,3+,91498,0.15,CD20,CD2001
Jul-22,COD,109569000,Kongo Central,Matadi,first projection,01/01/2023,30/06/2023,3+,60998,0.1,CD20,CD2001
Jul-22,COD,109569000,Kongo Central,Madimba,current,01/07/2022,31/12/2022,3+,157917,0.2,CD20,CD2017
Jul-22,COD,109569000,Kongo Central,Madimba,first projection,01/01/2023,30/06/2023,3+,118437,0.15,CD20,CD2017
Jul-22,COD,109569000,Kongo Central,Mbanza-ngungu,current,01/07/2022,31/12/2022,3+,195515,0.15,CD20,CD2013
Jul-22,COD,109569000,Kongo Central,Mbanza-ngungu,first projection,01/01/2023,30/06/2023,3+,195514,0.15,CD20,CD2013
Jul-22,COD,109569000,Kongo Central,Moanda,current,01/07/2022,31/12/2022,3+,63854,0.1,CD20,CD2003
Jul-22,COD,109569000,Kongo Central,Moanda,first projection,01/01/2023,30/06/2023,3+,63854,0.1,CD20,CD2003
Jul-22,COD,109569000,Kongo Central,Seke-banza,current,01/07/2022,31/12/2022,3+,22958,0.05,CD20,CD2009
Jul-22,COD,109569000,Kongo Central,Seke-banza,first projection,01/01/2023,30/06/2023,3+,0,0,CD20,CD2009
Jul-22,COD,109569000,Kongo Central,Songololo,current,01/07/2022,31/12/2022,3+,123899,0.2,CD20,CD2011
Jul-22,COD,109569000,Kongo Central,Songololo,first projection,01/01/2023,30/06/2023,3+,92924,0.15,CD20,CD2011
Jul-22,COD,109569000,Kongo Central,Tshela,current,01/07/2022,31/12/2022,3+,116234,0.15,CD20,CD2007
Jul-22,COD,109569000,Kongo Central,Tshela,first projection,01/01/2023,30/06/2023,3+,116233,0.15,CD20,CD2007
Jul-22,COD,109569000,Maï-Ndombe,Bolobo,current,01/07/2022,31/12/2022,3+,45129,0.25,CD33,CD3308
Jul-22,COD,109569000,Maï-Ndombe,Bolobo,first projection,01/01/2023,30/06/2023,3+,45127,0.25,CD33,CD3308
Jul-22,COD,109569000,Maï-Ndombe,Inongo,current,01/07/2022,31/12/2022,3+,98333,0.2,CD33,CD3302
Jul-22,COD,109569000,Maï-Ndombe,Inongo,first projection,01/01/2023,30/06/2023,3+,73749,0.15,CD33,CD3302
Jul-22,COD,109569000,Maï-Ndombe,Kutu,current,01/07/2022,31/12/2022,3+,98259,0.2,CD33,CD3306
Jul-22,COD,109569000,Maï-Ndombe,Kutu,first projection,01/01/2023,30/06/2023,3+,73694,0.15,CD33,CD3306
Jul-22,COD,109569000,Maï-Ndombe,Kwamouth,current,01/07/2022,31/12/2022,3+,32521,0.2,CD33,CD3307
Jul-22,COD,109569000,Maï-Ndombe,Kwamouth,first projection,01/01/2023,30/06/2023,3+,32521,0.2,CD33,CD3307
Jul-22,COD,109569000,Maï-Ndombe,Kiri,current,01/07/2022,31/12/2022,3+,49064,0.2,CD33,CD3303
Jul-22,COD,109569000,Maï-Ndombe,Kiri,first projection,01/01/2023,30/06/2023,3+,49063,0.2,CD33,CD3303
Jul-22,COD,109569000,Maï-Ndombe,Oshwe,current,01/07/2022,31/12/2022,3+,86585,0.2,CD33,CD3304
Jul-22,COD,109569000,Maï-Ndombe,Oshwe,first projection,01/01/2023,30/06/2023,3+,64938,0.15,CD33,CD3304
Jul-22,COD,109569000,Maï-Ndombe,Mushie,current,01/07/2022,31/12/2022,3+,32133,0.2,CD33,CD3311
Jul-22,COD,109569000,Maï-Ndombe,Mushie,first projection,01/01/2023,30/06/2023,3+,24100,0.15,CD33,CD3311
Jul-22,COD,109569000,Maï-Ndombe,Yumbi,current,01/07/2022,31/12/2022,3+,46735,0.3,CD33,CD3310
Jul-22,COD,109569000,Maï-Ndombe,Yumbi,first projection,01/01/2023,30/06/2023,3+,38945,0.25,CD33,CD3310
Jul-22,COD,109569000,Nord-Ubangi,Bosobolo,current,01/07/2022,31/12/2022,3+,193277,0.5,CD43,CD4306
Jul-22,COD,109569000,Nord-Ubangi,Bosobolo,first projection,01/01/2023,30/06/2023,3+,77310,0.2,CD43,CD4306
Jul-22,COD,109569000,Nord-Ubangi,Businga,current,01/07/2022,31/12/2022,3+,139546,0.25,CD43,CD4305
Jul-22,COD,109569000,Nord-Ubangi,Businga,first projection,01/01/2023,30/06/2023,3+,111636,0.2,CD43,CD4305
Jul-22,COD,109569000,Nord-Ubangi,Mobayi-Mbongo,current,01/07/2022,31/12/2022,3+,37226,0.3,CD43,CD4302
Jul-22,COD,109569000,Nord-Ubangi,Mobayi-Mbongo,first projection,01/01/2023,30/06/2023,3+,31021,0.25,CD43,CD4302
Jul-22,COD,109569000,Nord-Ubangi,Ville de Gbadolite,current,01/07/2022,31/12/2022,3+,32021,0.2,CD43,CD4301
Jul-22,COD,109569000,Nord-Ubangi,Ville de Gbadolite,first projection,01/01/2023,30/06/2023,3+,24015,0.15,CD43,CD4301
Jul-22,COD,109569000,Nord-Ubangi,Yakoma,current,01/07/2022,31/12/2022,3+,91046,0.25,CD43,CD4304
Jul-22,COD,109569000,Nord-Ubangi,Yakoma,first projection,01/01/2023,30/06/2023,3+,54627,0.15,CD43,CD4304
Jul-22,COD,109569000,Haut-Lomami,Bukama,current,01/07/2022,31/12/2022,3+,291240,0.25,CD73,CD7306
Jul-22,COD,109569000,Haut-Lomami,Bukama,first projection,01/01/2023,30/06/2023,3+,349488,0.3,CD73,CD7306
Jul-22,COD,109569000,Haut-Lomami,Kabongo,current,01/07/2022,31/12/2022,3+,81843,0.1,CD73,CD7304
Jul-22,COD,109569000,Haut-Lomami,Kabongo,first projection,01/01/2023,30/06/2023,3+,81843,0.1,CD73,CD7304
Jul-22,COD,109569000,Haut-Lomami,Kamina,current,01/07/2022,31/12/2022,3+,67893,0.1,CD73,CD7302
Jul-22,COD,109569000,Haut-Lomami,Kamina,first projection,01/01/2023,30/06/2023,3+,33946,0.05,CD73,CD7302
Jul-22,COD,109569000,Haut-Lomami,Kaniama,current,01/07/2022,31/12/2022,3+,31333,0.1,CD73,CD7303
Jul-22,COD,109569000,Haut-Lomami,Kaniama,first projection,01/01/2023,30/06/2023,3+,15666,0.05,CD73,CD7303
Jul-22,COD,109569000,Haut-Lomami,Malemba-nkulu,current,01/07/2022,31/12/2022,3+,202971,0.2,CD73,CD7305
Jul-22,COD,109569000,Haut-Lomami,Malemba-nkulu,first projection,01/01/2023,30/06/2023,3+,202971,0.2,CD73,CD7305
Jul-22,COD,109569000,Mongala,Bongandanga,current,01/07/2022,31/12/2022,3+,277513,0.4,CD44,CD4405
Jul-22,COD,109569000,Mongala,Bongandanga,first projection,01/01/2023,30/06/2023,3+,277512,0.4,CD44,CD4405
Jul-22,COD,109569000,Mongala,Bumba,current,01/07/2022,31/12/2022,3+,259516,0.3,CD44,CD4404
Jul-22,COD,109569000,Mongala,Bumba,first projection,01/01/2023,30/06/2023,3+,259515,0.3,CD44,CD4404
Jul-22,COD,109569000,Mongala,Lisala,current,01/07/2022,31/12/2022,3+,122745,0.2,CD44,CD4402
Jul-22,COD,109569000,Mongala,Lisala,first projection,01/01/2023,30/06/2023,3+,122745,0.2,CD44,CD4402
Jul-22,COD,109569000,Sud-Ubangi,Budjala,current,01/07/2022,31/12/2022,3+,137294,0.2,CD42,CD4203
Jul-22,COD,109569000,Sud-Ubangi,Budjala,first projection,01/01/2023,30/06/2023,3+,102970,0.15,CD42,CD4203
Jul-22,COD,109569000,Sud-Ubangi,Gemena,current,01/07/2022,31/12/2022,3+,397891,0.3,CD42,CD4202
Jul-22,COD,109569000,Sud-Ubangi,Gemena,first projection,01/01/2023,30/06/2023,3+,397891,0.3,CD42,CD4202
Jul-22,COD,109569000,Sud-Ubangi,Kungu,current,01/07/2022,31/12/2022,3+,156482,0.3,CD42,CD4204
Jul-22,COD,109569000,Sud-Ubangi,Kungu,first projection,01/01/2023,30/06/2023,3+,182562,0.35,CD42,CD4204
Jul-22,COD,109569000,Sud-Ubangi,Libenge,current,01/07/2022,31/12/2022,3+,178369,0.4,CD42,CD4205
Jul-22,COD,109569000,Sud-Ubangi,Libenge,first projection,01/01/2023,30/06/2023,3+,133777,0.3,CD42,CD4205
Jul-22,COD,109569000,Sud-Ubangi,Zongo,current,01/07/2022,31/12/2022,3+,26237,0.3,CD42,CD4206
Jul-22,COD,109569000,Sud-Ubangi,Zongo,first projection,01/01/2023,30/06/2023,3+,26236,0.3,CD42,CD4206
Jul-22,COD,109569000,Sud Kivu,Bukavu,current,01/07/2022,31/12/2022,3+,151607,0.15,CD62,CD6201
Jul-22,COD,109569000,Sud Kivu,Bukavu,first projection,01/01/2023,30/06/2023,3+,50535,0.05,CD62,CD6201
Jul-22,COD,109569000,Sud Kivu,Idjwi,current,01/07/2022,31/12/2022,3+,45074,0.15,CD62,CD6206
Jul-22,COD,109569000,Sud Kivu,Idjwi,first projection,01/01/2023,30/06/2023,3+,30049,0.1,CD62,CD6206
Jul-22,COD,109569000,Sud Kivu,Kalehe,current,01/07/2022,31/12/2022,3+,268249,0.3,CD62,CD6205
Jul-22,COD,109569000,Sud Kivu,Kalehe,first projection,01/01/2023,30/06/2023,3+,223541,0.25,CD62,CD6205
Jul-22,COD,109569000,Sud Kivu,Shabunda,current,01/07/2022,31/12/2022,3+,178269,0.25,CD62,CD6203
Jul-22,COD,109569000,Sud Kivu,Shabunda,first projection,01/01/2023,30/06/2023,3+,142613,0.2,CD62,CD6203
Jul-22,COD,109569000,Sud Kivu,Kabare,current,01/07/2022,31/12/2022,3+,328950,0.3,CD62,CD6202
Jul-22,COD,109569000,Sud Kivu,Kabare,first projection,01/01/2023,30/06/2023,3+,164475,0.15,CD62,CD6202
Jul-22,COD,109569000,Sud Kivu,Fizi,current,01/07/2022,31/12/2022,3+,356338,0.4,CD62,CD6210
Jul-22,COD,109569000,Sud Kivu,Fizi,first projection,01/01/2023,30/06/2023,3+,222711,0.25,CD62,CD6210
Jul-22,COD,109569000,Sud Kivu,Mwenga,current,01/07/2022,31/12/2022,3+,198495,0.25,CD62,CD6212
Jul-22,COD,109569000,Sud Kivu,Mwenga,first projection,01/01/2023,30/06/2023,3+,119096,0.15,CD62,CD6212
Jul-22,COD,109569000,Sud Kivu,Uvira,current,01/07/2022,31/12/2022,3+,163547,0.3,CD62,CD6208
Jul-22,COD,109569000,Sud Kivu,Uvira,first projection,01/01/2023,30/06/2023,3+,81773,0.15,CD62,CD6208
Jul-22,COD,109569000,Sud Kivu,Walungu,current,01/07/2022,31/12/2022,3+,120997,0.15,CD62,CD6207
Jul-22,COD,109569000,Sud Kivu,Walungu,first projection,01/01/2023,30/06/2023,3+,120997,0.15,CD62,CD6207
Jul-22,COD,109569000,Kasaï Central,Demba,current,01/07/2022,31/12/2022,3+,352066,0.5,CD91,CD9106
Jul-22,COD,109569000,Kasaï Central,Demba,first projection,01/01/2023,30/06/2023,3+,352065,0.5,CD91,CD9106
Jul-22,COD,109569000,Kasaï Central,Dimbelenge,current,01/07/2022,31/12/2022,3+,182105,0.45,CD91,CD9107
Jul-22,COD,109569000,Kasaï Central,Dimbelenge,first projection,01/01/2023,30/06/2023,3+,161870,0.4,CD91,CD9107
Jul-22,COD,109569000,Kasaï Central,Kananga,current,01/07/2022,31/12/2022,3+,371094,0.4,CD91,CD9101
Jul-22,COD,109569000,Kasaï Central,Kananga,first projection,01/01/2023,30/06/2023,3+,324706,0.35,CD91,CD9101
Jul-22,COD,109569000,Kasaï Central,Kazumba,current,01/07/2022,31/12/2022,3+,336127,0.4,CD91,CD9105
Jul-22,COD,109569000,Kasaï Central,Kazumba,first projection,01/01/2023,30/06/2023,3+,336127,0.4,CD91,CD9105
Jul-22,COD,109569000,Kasaï Central,Luiza,current,01/07/2022,31/12/2022,3+,351372,0.45,CD91,CD9104
Jul-22,COD,109569000,Kasaï Central,Luiza,first projection,01/01/2023,30/06/2023,3+,351372,0.45,CD91,CD9104
Jul-22,COD,109569000,Kasaï Central,Dibaya,current,01/07/2022,31/12/2022,3+,240891,0.45,CD91,CD9102
Jul-22,COD,109569000,Kasaï Central,Dibaya,first projection,01/01/2023,30/06/2023,3+,240891,0.45,CD91,CD9102
Jul-22,COD,109569000,Haut Uélé,Dungu,current,01/07/2022,31/12/2022,3+,50396,0.2,CD53,CD5305
Jul-22,COD,109569000,Haut Uélé,Dungu,first projection,01/01/2023,30/06/2023,3+,50395,0.2,CD53,CD5305
Jul-22,COD,109569000,Haut Uélé,Faradje,current,01/07/2022,31/12/2022,3+,118405,0.25,CD53,CD5307
Jul-22,COD,109569000,Haut Uélé,Faradje,first projection,01/01/2023,30/06/2023,3+,71042,0.15,CD53,CD5307
Jul-22,COD,109569000,Haut Uélé,Niangara,current,01/07/2022,31/12/2022,3+,44531,0.3,CD53,CD5303
Jul-22,COD,109569000,Haut Uélé,Niangara,first projection,01/01/2023,30/06/2023,3+,37108,0.25,CD53,CD5303
Jul-22,COD,109569000,Haut Uélé,Rungu,current,01/07/2022,31/12/2022,3+,67991,0.15,CD53,CD5302
Jul-22,COD,109569000,Haut Uélé,Rungu,first projection,01/01/2023,30/06/2023,3+,67991,0.15,CD53,CD5302
Jul-22,COD,109569000,Haut Uélé,Wamba,current,01/07/2022,31/12/2022,3+,106253,0.2,CD53,CD5311
Jul-22,COD,109569000,Haut Uélé,Wamba,first projection,01/01/2023,30/06/2023,3+,79689,0.15,CD53,CD5311
Jul-22,COD,109569000,Haut Uélé,Watsa,current,01/07/2022,31/12/2022,3+,127771,0.35,CD53,CD5309
Jul-22,COD,109569000,Haut Uélé,Watsa,first projection,01/01/2023,30/06/2023,3+,91265,0.25,CD53,CD5309
Jul-22,COD,109569000,Kwango,Feshi,current,01/07/2022,31/12/2022,3+,82844,0.2,CD31,CD3103
Jul-22,COD,109569000,Kwango,Feshi,first projection,01/01/2023,30/06/2023,3+,62132,0.15,CD31,CD3103
Jul-22,COD,109569000,Kwango,Kahemba,current,01/07/2022,31/12/2022,3+,138478,0.3,CD31,CD3105
Jul-22,COD,109569000,Kwango,Kahemba,first projection,01/01/2023,30/06/2023,3+,115398,0.25,CD31,CD3105
Jul-22,COD,109569000,Kwango,Kasongo-lunda,current,01/07/2022,31/12/2022,3+,208852,0.25,CD31,CD3106
Jul-22,COD,109569000,Kwango,Kasongo-lunda,first projection,01/01/2023,30/06/2023,3+,250622,0.3,CD31,CD3106
Jul-22,COD,109569000,Kwango,Kenge,current,01/07/2022,31/12/2022,3+,190859,0.25,CD31,CD3102
Jul-22,COD,109569000,Kwango,Kenge,first projection,01/01/2023,30/06/2023,3+,152687,0.2,CD31,CD3102
Jul-22,COD,109569000,Kwango,Popokabaka,current,01/07/2022,31/12/2022,3+,31790,0.15,CD31,CD3108
Jul-22,COD,109569000,Kwango,Popokabaka,first projection,01/01/2023,30/06/2023,3+,21193,0.1,CD31,CD3108
Jul-22,COD,109569000,Tshuapa,Ikela,current,01/07/2022,31/12/2022,3+,98801,0.3,CD45,CD4505
Jul-22,COD,109569000,Tshuapa,Ikela,first projection,01/01/2023,30/06/2023,3+,98799,0.3,CD45,CD4505
Jul-22,COD,109569000,Tshuapa,Befale,current,01/07/2022,31/12/2022,3+,92156,0.3,CD45,CD4503
Jul-22,COD,109569000,Tshuapa,Befale,first projection,01/01/2023,30/06/2023,3+,92155,0.3,CD45,CD4503
Jul-22,COD,109569000,Tshuapa,Boende,current,01/07/2022,31/12/2022,3+,81080,0.3,CD45,CD4502
Jul-22,COD,109569000,Tshuapa,Boende,first projection,01/01/2023,30/06/2023,3+,81080,0.3,CD45,CD4502
Jul-22,COD,109569000,Tshuapa,Bokungu,current,01/07/2022,31/12/2022,3+,175942,0.3,CD45,CD4506
Jul-22,COD,109569000,Tshuapa,Bokungu,first projection,01/01/2023,30/06/2023,3+,175940,0.3,CD45,CD4506
Jul-22,COD,109569000,Tshuapa,Monkoto,current,01/07/2022,31/12/2022,3+,38816,0.3,CD45,CD4507
Jul-22,COD,109569000,Tshuapa,Monkoto,first projection,01/01/2023,30/06/2023,3+,38816,0.3,CD45,CD4507
Jul-22,COD,109569000,Tshuapa,Djolu,current,01/07/2022,31/12/2022,3+,88925,0.25,CD45,CD4504
Jul-22,COD,109569000,Tshuapa,Djolu,first projection,01/01/2023,30/06/2023,3+,88925,0.25,CD45,CD4504
Jul-22,COD,109569000,Kasaï,Ilebo,current,01/07/2022,31/12/2022,3+,160241,0.35,CD92,CD9205
Jul-22,COD,109569000,Kasaï,Ilebo,first projection,01/01/2023,30/06/2023,3+,137349,0.3,CD92,CD9205
Jul-22,COD,109569000,Kasaï,Kamonia,current,01/07/2022,31/12/2022,3+,456882,0.4,CD92,CD9202
Jul-22,COD,109569000,Kasaï,Kamonia,first projection,01/01/2023,30/06/2023,3+,399771,0.35,CD92,CD9202
Jul-22,COD,109569000,Kasaï,Luebo,current,01/07/2022,31/12/2022,3+,138795,0.4,CD92,CD9204
Jul-22,COD,109569000,Kasaï,Luebo,first projection,01/01/2023,30/06/2023,3+,121445,0.35,CD92,CD9204
Jul-22,COD,109569000,Kasaï,Dekese,current,01/07/2022,31/12/2022,3+,19284,0.15,CD92,CD9208
Jul-22,COD,109569000,Kasaï,Dekese,first projection,01/01/2023,30/06/2023,3+,12856,0.1,CD92,CD9208
Jul-22,COD,109569000,Kasaï,Mweka,current,01/07/2022,31/12/2022,3+,175633,0.3,CD92,CD9207
Jul-22,COD,109569000,Kasaï,Mweka,first projection,01/01/2023,30/06/2023,3+,117088,0.2,CD92,CD9207
Jul-22,COD,109569000,Tanganyika,Kabalo,current,01/07/2022,31/12/2022,3+,147419,0.4,CD74,CD7407
Jul-22,COD,109569000,Tanganyika,Kabalo,first projection,01/01/2023,30/06/2023,3+,165845,0.45,CD74,CD7407
Jul-22,COD,109569000,Tanganyika,Manono,current,01/07/2022,31/12/2022,3+,410651,0.4,CD74,CD7406
Jul-22,COD,109569000,Tanganyika,Manono,first projection,01/01/2023,30/06/2023,3+,513312,0.5,CD74,CD7406
Jul-22,COD,109569000,Tanganyika,Kongolo,current,01/07/2022,31/12/2022,3+,287455,0.4,CD74,CD7409
Jul-22,COD,109569000,Tanganyika,Kongolo,first projection,01/01/2023,30/06/2023,3+,251521,0.35,CD74,CD7409
Jul-22,COD,109569000,Tanganyika,Moba,current,01/07/2022,31/12/2022,3+,284045,0.4,CD74,CD7404
Jul-22,COD,109569000,Tanganyika,Moba,first projection,01/01/2023,30/06/2023,3+,248539,0.35,CD74,CD7404
Jul-22,COD,109569000,Tanganyika,Kalemie,current,01/07/2022,31/12/2022,3+,426830,0.45,CD74,CD7402
Jul-22,COD,109569000,Tanganyika,Kalemie,first projection,01/01/2023,30/06/2023,3+,474255,0.5,CD74,CD7402
Jul-22,COD,109569000,Tanganyika,Nyunzu,current,01/07/2022,31/12/2022,3+,170358,0.45,CD74,CD7410
